dice_loss,bce_loss,dice_score,epoch,step
0.43660616874694824,0.3268781900405884,0.49337345361709595,0,63
0.2916582524776459,0.21198111772537231,0.6414427757263184,1,127
0.2574005722999573,0.1903783529996872,0.7051032781600952,2,191
0.23749980330467224,0.17863570153713226,0.7374577522277832,3,255
0.22745217382907867,0.16919979453086853,0.7577230334281921,4,319
0.2283644676208496,0.16975140571594238,0.7572486996650696,5,383
0.18641804158687592,0.13733729720115662,0.7925497889518738,6,447
0.1671358048915863,0.12507128715515137,0.8177968263626099,7,511
0.1707155406475067,0.12803955376148224,0.8192101716995239,8,575
0.15426822006702423,0.11629769206047058,0.8340317606925964,9,639
0.14894431829452515,0.11363384872674942,0.838296115398407,10,703
0.1442575603723526,0.11171302944421768,0.8450233340263367,11,767
0.13617318868637085,0.10430838912725449,0.8531153798103333,12,831
0.1308889538049698,0.10382326692342758,0.856874942779541,13,895
0.12864981591701508,0.10063911229372025,0.860427975654602,14,959
0.1249815970659256,0.0974339172244072,0.8617763519287109,15,1023
0.12184394896030426,0.09262100607156754,0.8675355315208435,16,1087
0.1287207007408142,0.09997984021902084,0.864500105381012,17,1151
0.13660210371017456,0.10568706691265106,0.8522524237632751,18,1215
0.11432469636201859,0.08619362115859985,0.8747240900993347,19,1279
0.1061556339263916,0.08241093158721924,0.8825415372848511,20,1343
0.10282855480909348,0.0792967900633812,0.8871921300888062,21,1407
0.0977056547999382,0.07448340952396393,0.8928802013397217,22,1471
0.10050208121538162,0.07864747941493988,0.8918499946594238,23,1535
0.09764579683542252,0.07412346452474594,0.8936934471130371,24,1599
0.09260790795087814,0.07060849666595459,0.8995696902275085,25,1663
0.0884336531162262,0.06850293278694153,0.9045445322990417,26,1727
0.08600064367055893,0.06600102037191391,0.9055166840553284,27,1791
0.08672522008419037,0.0669553205370903,0.9057919979095459,28,1855
0.08175678551197052,0.06161080300807953,0.9120151996612549,29,1919
0.0774010717868805,0.05888581648468971,0.9150198698043823,30,1983
0.07397942245006561,0.05594375357031822,0.9206129312515259,31,2047
0.07731319963932037,0.0588855966925621,0.9169805645942688,32,2111
0.07513442635536194,0.05752135440707207,0.9202142953872681,33,2175
0.0740915983915329,0.05644594877958298,0.9213412404060364,34,2239
0.08229435235261917,0.0634678527712822,0.9146152138710022,35,2303
0.08630072325468063,0.06656886637210846,0.907393217086792,36,2367
0.07640553265810013,0.05725548788905144,0.9181514382362366,37,2431
0.06715025007724762,0.04920535907149315,0.9270401000976562,38,2495
0.06148841232061386,0.046268682926893234,0.9344156980514526,39,2559
0.05908750370144844,0.044654008001089096,0.9373577237129211,40,2623
0.05741586163640022,0.04319030046463013,0.9393881559371948,41,2687
0.05703624710440636,0.04337287321686745,0.9387679696083069,42,2751
0.059147629886865616,0.04554390162229538,0.9370917081832886,43,2815
0.06050298362970352,0.04634474962949753,0.9353141784667969,44,2879
0.059624943882226944,0.04472276568412781,0.9365230798721313,45,2943
0.058206263929605484,0.0444345623254776,0.9389864802360535,46,3007
0.05637376755475998,0.042821772396564484,0.9405544996261597,47,3071
0.05926581099629402,0.04550871253013611,0.935161828994751,48,3135
0.05929502844810486,0.044478852301836014,0.9371762871742249,49,3199
0.06012947857379913,0.04585881903767586,0.9372891783714294,50,3263
0.0549943745136261,0.040870361030101776,0.9402291178703308,51,3327
0.0483492910861969,0.03563650697469711,0.9483090043067932,52,3391
0.04630635678768158,0.03459354117512703,0.9508366584777832,53,3455
0.04960981383919716,0.03816686570644379,0.947642982006073,54,3519
0.0527261383831501,0.04049884155392647,0.9438230991363525,55,3583
0.054356496781110764,0.04270162433385849,0.9426655173301697,56,3647
0.05244636908173561,0.039151497185230255,0.9439290165901184,57,3711
0.048470985144376755,0.035995397716760635,0.9468963146209717,58,3775
0.046168580651283264,0.03457989543676376,0.9505597949028015,59,3839
0.047631051391363144,0.037388451397418976,0.9505916833877563,60,3903
0.041487038135528564,0.030147401615977287,0.95418381690979,61,3967
0.03811221197247505,0.02822783589363098,0.9583812355995178,62,4031
0.03867839276790619,0.02928929030895233,0.9589987397193909,63,4095
0.0414898507297039,0.03208176791667938,0.9568230509757996,64,4159
0.04120185226202011,0.03160545974969864,0.9555478096008301,65,4223
0.03970334678888321,0.030439598485827446,0.9571521282196045,66,4287
0.040420494973659515,0.030682960525155067,0.9570503234863281,67,4351
0.04046933725476265,0.031375639140605927,0.9577622413635254,68,4415
0.0408918634057045,0.03159550204873085,0.9567289352416992,69,4479
0.04634151980280876,0.03654417395591736,0.9513388276100159,70,4543
0.050283487886190414,0.03901754692196846,0.9480692744255066,71,4607
0.054827362298965454,0.04209541901946068,0.9420718550682068,72,4671
0.053359583020210266,0.04104509949684143,0.9415424466133118,73,4735
0.04841320589184761,0.03624362871050835,0.9471473693847656,74,4799
0.04293042793869972,0.03184334188699722,0.9538161158561707,75,4863
0.03927381709218025,0.02922229655086994,0.9581653475761414,76,4927
0.03749324008822441,0.028415165841579437,0.9604283571243286,77,4991
0.03570077195763588,0.027117976918816566,0.9628109931945801,78,5055
